funding_time,entry_time,hold_time_min,entry_price,exit_price,actual_fr,actual_extreme,price_pnl_pct,fees_pct,slippage_pct,gross_pnl_pct,net_pnl_pct,correct_prediction
2025-10-15 16:00:00,2025-10-15 15:30:00,30.0,5.792,5.76,-2.639e-05,1,0.5524861878453043,0.08,0.04,0.5524861878453043,0.43248618784530435,True
2025-10-16 04:00:00,2025-10-16 03:30:00,30.0,5.791,5.811,5e-05,0,-0.34536349507856284,0.08,0.04,-0.34536349507856284,-0.46536349507856284,False
2025-10-18 00:00:00,2025-10-17 23:30:00,30.0,5.332,5.309,5e-05,0,0.4313578394598591,0.08,0.04,0.4313578394598591,0.3113578394598591,False
2025-10-21 12:00:00,2025-10-21 11:30:00,30.0,9.274,9.093,-7.911e-05,1,1.9516929048953975,0.08,0.04,1.9516929048953975,1.8316929048953974,True
2025-10-21 16:00:00,2025-10-21 15:30:00,30.0,9.744,9.562,5e-05,0,1.867816091954027,0.08,0.04,1.867816091954027,1.7478160919540269,False
2025-10-22 04:00:00,2025-10-22 03:30:00,30.0,8.653,8.532,5e-05,0,1.398358950652958,0.08,0.04,1.398358950652958,1.2783589506529578,False
2025-11-03 16:00:00,2025-11-03 15:35:00,25.0,6.136,6.081,5e-05,0,0.8963494132985613,0.08,0.04,0.8963494132985613,0.7763494132985613,False
2025-11-04 12:00:00,2025-11-04 11:30:00,30.0,6.468,6.357,5e-05,0,1.7161410018552838,0.08,0.04,1.7161410018552838,1.5961410018552837,False
2025-11-04 16:00:00,2025-11-04 15:35:00,25.0,6.584,6.506,5e-05,0,1.1846901579586786,0.08,0.04,1.1846901579586786,1.0646901579586785,False
2025-11-06 08:00:00,2025-11-06 07:30:00,30.0,6.98,6.785,-0.00012395,1,2.793696275071637,0.08,0.04,2.793696275071637,2.673696275071637,True
2025-11-16 20:00:00,2025-11-16 19:35:00,25.0,5.623,5.626,3.013e-05,1,-0.0533523030410833,0.08,0.04,-0.0533523030410833,-0.17335230304108332,True
2025-11-17 16:00:00,2025-11-17 15:30:00,30.0,5.775,5.688,5e-05,0,1.5064935064935174,0.08,0.04,1.5064935064935174,1.3864935064935173,False
2025-11-21 08:00:00,2025-11-21 07:40:00,20.0,5.235,5.107,5e-05,0,2.4450811843362006,0.08,0.04,2.4450811843362006,2.3250811843362005,False
