funding_time,entry_time,hold_time_min,entry_price,exit_price,actual_fr,actual_extreme,price_pnl_pct,fees_pct,slippage_pct,gross_pnl_pct,net_pnl_pct,correct_prediction,cumulative_pnl
2025-10-29 16:00:00,2025-10-29 15:45:00,15.0,0.05736,0.05485,-0.00011524,0,4.375871687587166,0.08,0.04,4.375871687587166,4.255871687587166,False,4.255871687587166
2025-10-30 20:00:00,2025-10-30 19:30:00,30.0,0.04919,0.04909,-0.00099655,1,0.20329335230737125,0.08,0.04,0.20329335230737125,0.08329335230737125,True,4.339165039894537
2025-10-31 00:00:00,2025-10-30 23:30:00,30.0,0.05031,0.05058,-0.00043363,1,-0.5366726296958844,0.08,0.04,-0.5366726296958844,-0.6566726296958844,True,3.6824924101986527
2025-10-31 04:00:00,2025-10-31 03:30:00,30.0,0.05195,0.05224,-0.00022791,1,-0.5582290664100068,0.08,0.04,-0.5582290664100068,-0.6782290664100068,True,3.004263343788646
2025-11-01 04:00:00,2025-11-01 03:30:00,30.0,0.05119,0.05133,-9.357e-05,0,-0.27349091619457166,0.08,0.04,-0.27349091619457166,-0.39349091619457166,False,2.6107724275940742
2025-11-01 08:00:00,2025-11-01 07:30:00,30.0,0.05146,0.05161,1.353e-05,0,-0.29148853478430686,0.08,0.04,-0.29148853478430686,-0.41148853478430686,False,2.1992838928097673
2025-11-03 16:00:00,2025-11-03 15:30:00,30.0,0.04351,0.04332,-0.00053322,1,0.4366812227074297,0.08,0.04,0.4366812227074297,0.3166812227074297,True,2.515965115517197
2025-11-04 04:00:00,2025-11-04 03:30:00,30.0,0.04551,0.04575,-0.00010899,0,-0.5273566249175943,0.08,0.04,-0.5273566249175943,-0.6473566249175943,False,1.8686084905996028
2025-11-04 12:00:00,2025-11-04 11:30:00,30.0,0.0443,0.0441,4.508e-05,0,0.4514672686230221,0.08,0.04,0.4514672686230221,0.3314672686230221,False,2.2000757592226248
2025-11-04 16:00:00,2025-11-04 15:35:00,25.0,0.04471,0.0445,-6.83e-06,0,0.46969358085439916,0.08,0.04,0.46969358085439916,0.34969358085439917,False,2.549769340077024
2025-11-05 00:00:00,2025-11-04 23:30:00,30.0,0.04656,0.04694,-0.00032355,1,-0.8161512027491524,0.08,0.04,-0.8161512027491524,-0.9361512027491524,True,1.6136181373278715
2025-11-05 08:00:00,2025-11-05 07:30:00,30.0,0.05814,0.05733,-0.00980463,1,1.393188854489161,0.08,0.04,1.393188854489161,1.273188854489161,True,2.8868069918170325
2025-11-05 12:00:00,2025-11-05 11:30:00,30.0,0.05437,0.05215,-0.0024065,1,4.083134081294832,0.08,0.04,4.083134081294832,3.9631340812948315,True,6.849941073111864
2025-11-06 08:00:00,2025-11-06 07:30:00,30.0,0.07823,0.08399,-0.00485245,1,-7.362904256679026,0.08,0.04,-7.362904256679026,-7.482904256679026,True,-0.6329631835671616
2025-11-07 04:00:00,2025-11-07 03:30:00,30.0,0.06923,0.06732,-0.00084049,1,2.7589195435504767,0.08,0.04,2.7589195435504767,2.6389195435504766,True,2.005956359983315
