funding_time,entry_time,hold_time_min,entry_price,exit_price,actual_fr,actual_extreme,price_pnl_pct,fees_pct,slippage_pct,gross_pnl_pct,net_pnl_pct,correct_prediction,cumulative_pnl
2025-07-14 00:00:00,2025-07-13 23:45:00,15.0,2.292,2.278,5e-05,0,0.6108202443280886,0.08,0.04,0.6108202443280886,0.49082024432808863,False,0.49082024432808863
2025-07-14 16:00:00,2025-07-14 15:35:00,25.0,2.651,2.567,-0.00328755,1,3.1686156167483834,0.08,0.04,3.1686156167483834,3.0486156167483833,True,3.539435861076472
2025-07-15 08:00:00,2025-07-15 07:20:00,40.0,2.542,2.529,-0.00300085,1,0.5114083398898467,0.08,0.04,0.5114083398898467,0.3914083398898467,True,3.9308442009663187
2025-07-15 12:00:00,2025-07-15 11:20:00,40.0,2.473,2.471,-0.00232445,1,0.08087343307722522,0.08,0.04,0.08087343307722522,-0.03912656692277478,True,3.8917176340435438
2025-07-15 16:00:00,2025-07-15 15:20:00,40.0,2.465,2.545,-0.00081192,1,-3.245436105476676,0.08,0.04,-3.245436105476676,-3.365436105476676,True,0.5262815285668676
2025-07-16 00:00:00,2025-07-15 23:20:00,40.0,2.58,2.581,-0.00035472,1,-0.038759689922476345,0.08,0.04,-0.038759689922476345,-0.15875968992247635,True,0.36752183864439125
2025-07-16 04:00:00,2025-07-16 03:20:00,40.0,2.521,2.525,4.588e-05,0,-0.15866719555731867,0.08,0.04,-0.15866719555731867,-0.27866719555731867,False,0.08885464308707258
2025-07-16 08:00:00,2025-07-16 07:20:00,40.0,2.564,2.545,-0.00039307,1,0.7410296411856524,0.08,0.04,0.7410296411856524,0.6210296411856524,True,0.709884284272725
2025-07-16 20:00:00,2025-07-16 19:45:00,15.0,2.566,2.573,5e-05,0,-0.27279812938426024,0.08,0.04,-0.27279812938426024,-0.39279812938426023,False,0.31708615488846476
2025-07-20 00:00:00,2025-07-19 23:50:00,10.0,2.455,2.451,5e-05,0,0.16293279022403273,0.08,0.04,0.16293279022403273,0.04293279022403273,False,0.3600189451124975
2025-08-02 16:00:00,2025-08-02 15:45:00,15.0,2.045,2.052,5e-05,0,-0.3422982885085632,0.08,0.04,-0.3422982885085632,-0.4622982885085632,False,-0.1022793433960657
2025-08-09 08:00:00,2025-08-09 07:30:00,30.0,2.725,2.737,-0.00011285,1,-0.44036697247706463,0.08,0.04,-0.44036697247706463,-0.5603669724770647,True,-0.6626463158731304
2025-08-09 20:00:00,2025-08-09 19:20:00,40.0,2.747,2.737,-0.00014082,1,0.3640334910811717,0.08,0.04,0.3640334910811717,0.2440334910811717,True,-0.4186128247919587
2025-08-10 20:00:00,2025-08-10 19:20:00,40.0,2.651,2.656,5e-05,0,-0.18860807242551256,0.08,0.04,-0.18860807242551256,-0.3086080724255125,False,-0.7272208972174712
2025-08-11 00:00:00,2025-08-10 23:20:00,40.0,2.633,2.622,5e-05,0,0.41777440182302017,0.08,0.04,0.41777440182302017,0.2977744018230202,False,-0.429446495394451
2025-08-18 00:00:00,2025-08-17 23:45:00,15.0,2.413,2.483,5e-05,0,-2.900953170327405,0.08,0.04,-2.900953170327405,-3.020953170327405,False,-3.4503996657218563
2025-08-25 00:00:00,2025-08-24 23:35:00,25.0,2.371,2.368,5e-05,0,0.12652889076339577,0.08,0.04,0.12652889076339577,0.006528890763395766,False,-3.4438707749584605
2025-08-30 20:00:00,2025-08-30 19:35:00,25.0,2.259,2.259,5e-05,0,0.0,0.08,0.04,0.0,-0.12,False,-3.5638707749584606
2025-09-02 00:00:00,2025-09-01 23:30:00,30.0,2.146,2.163,5e-05,0,-0.7921714818266498,0.08,0.04,-0.7921714818266498,-0.9121714818266498,False,-4.47604225678511
2025-09-17 20:00:00,2025-09-17 19:20:00,40.0,2.196,2.224,5e-05,0,-1.2750455373406202,0.08,0.04,-1.2750455373406202,-1.3950455373406203,False,-5.871087794125731
2025-09-22 04:00:00,2025-09-22 03:20:00,40.0,2.102,2.105,5e-05,0,-0.1427212178877314,0.08,0.04,-0.1427212178877314,-0.2627212178877314,False,-6.133809012013462
