funding_time,entry_time,hold_time_min,entry_price,exit_price,actual_fr,actual_extreme,price_pnl_pct,fees_pct,slippage_pct,gross_pnl_pct,net_pnl_pct,correct_prediction
2025-03-11 12:00:00,2025-03-11 11:45:00,15.0,0.5398,0.5394,-0.00015052,0,0.07410151908113301,0.08,0.04,0.07410151908113301,-0.045898480918866995,False
2025-03-12 00:00:00,2025-03-11 23:30:00,30.0,0.5481,0.5498,-0.00041033,1,-0.31016237912788247,0.08,0.04,-0.31016237912788247,-0.43016237912788247,True
2025-03-12 08:00:00,2025-03-12 07:35:00,25.0,0.5395,0.5446,5e-05,0,-0.9453197405004622,0.08,0.04,-0.9453197405004622,-1.0653197405004622,False
2025-03-16 20:00:00,2025-03-16 19:45:00,15.0,0.5511,0.5517,-8.091e-05,0,-0.10887316276536634,0.08,0.04,-0.10887316276536634,-0.22887316276536634,False
2025-03-29 16:00:00,2025-03-29 15:30:00,30.0,0.5216,0.5223,-4.558e-05,0,-0.13420245398773656,0.08,0.04,-0.13420245398773656,-0.25420245398773655,False
2025-03-31 08:00:00,2025-03-31 07:45:00,15.0,0.4989,0.5025,-0.00070177,1,-0.7215874924834509,0.08,0.04,-0.7215874924834509,-0.8415874924834509,True
2025-04-07 04:00:00,2025-04-07 03:50:00,10.0,0.4103,0.4133,-0.00015302,0,-0.7311723129417507,0.08,0.04,-0.7311723129417507,-0.8511723129417507,False
2025-04-09 04:00:00,2025-04-09 03:35:00,25.0,0.4095,0.4144,-0.00048451,1,-1.1965811965812005,0.08,0.04,-1.1965811965812005,-1.3165811965812007,True
2025-04-09 12:00:00,2025-04-09 11:30:00,30.0,0.4185,0.4204,-0.00041513,1,-0.45400238948626354,0.08,0.04,-0.45400238948626354,-0.5740023894862636,True
2025-04-09 16:00:00,2025-04-09 15:50:00,10.0,0.4354,0.4356,-0.00015471,0,-0.04593477262287046,0.08,0.04,-0.04593477262287046,-0.16593477262287046,False
2025-04-09 20:00:00,2025-04-09 19:50:00,10.0,0.4574,0.4584,-0.00059402,1,-0.21862702229995648,0.08,0.04,-0.21862702229995648,-0.33862702229995645,True
2025-04-18 00:00:00,2025-04-17 23:30:00,30.0,0.4977,0.497,1.352e-05,0,0.14064697609000973,0.08,0.04,0.14064697609000973,0.020646976090009726,False
2025-06-14 00:00:00,2025-06-13 23:50:00,10.0,0.4075,0.407,-0.00010959,0,0.1226993865030676,0.08,0.04,0.1226993865030676,0.0026993865030675926,False
2025-06-22 04:00:00,2025-06-22 03:30:00,30.0,0.356,0.3568,-0.00086537,1,-0.22471910112360194,0.08,0.04,-0.22471910112360194,-0.34471910112360193,True
2025-07-05 12:00:00,2025-07-05 11:35:00,25.0,0.3734,0.3734,-0.00026535,1,0.0,0.08,0.04,0.0,-0.12,True
2025-07-17 12:00:00,2025-07-17 11:45:00,15.0,0.4662,0.4658,-0.00043925,1,0.08580008580008826,0.08,0.04,0.08580008580008826,-0.034199914199911745,True
2025-07-17 16:00:00,2025-07-17 15:45:00,15.0,0.4598,0.4606,-0.00031718,1,-0.1739886907351072,0.08,0.04,-0.1739886907351072,-0.2939886907351072,True
2025-07-17 20:00:00,2025-07-17 19:45:00,15.0,0.4586,0.4528,-0.00033601,1,1.2647187091147027,0.08,0.04,1.2647187091147027,1.1447187091147026,True
2025-09-05 20:00:00,2025-09-05 19:50:00,10.0,0.3624,0.3633,5e-05,0,-0.24834437086093042,0.08,0.04,-0.24834437086093042,-0.3683443708609304,False
2025-10-28 00:00:00,2025-10-27 23:35:00,25.0,0.2164,0.2158,-0.00015298,0,0.277264325323483,0.08,0.04,0.277264325323483,0.15726432532348297,False
2025-11-03 16:00:00,2025-11-03 15:40:00,20.0,0.1862,0.1836,5e-05,0,1.3963480128893615,0.08,0.04,1.3963480128893615,1.2763480128893614,False
2025-11-11 08:00:00,2025-11-11 07:30:00,30.0,0.2932,0.3084,-0.02,1,-5.184174624829465,0.08,0.04,-5.184174624829465,-5.304174624829465,True
2025-11-11 10:00:00,2025-11-11 09:30:00,30.0,0.3379,0.3173,-0.00826992,1,6.096478248002354,0.08,0.04,6.096478248002354,5.976478248002354,True
2025-11-11 14:00:00,2025-11-11 13:30:00,30.0,0.3161,0.3034,-0.00190553,1,4.017715912685856,0.08,0.04,4.017715912685856,3.8977159126858556,True
2025-11-11 15:00:00,2025-11-11 14:30:00,30.0,0.3104,0.2859,-0.00096317,1,7.893041237113409,0.08,0.04,7.893041237113409,7.773041237113409,True
2025-11-11 18:00:00,2025-11-11 17:30:00,30.0,0.3373,0.3359,-0.00474145,1,0.4150607767566002,0.08,0.04,0.4150607767566002,0.2950607767566002,True
2025-11-11 19:00:00,2025-11-11 18:30:00,30.0,0.314,0.3154,-0.00116217,1,-0.44585987261146887,0.08,0.04,-0.44585987261146887,-0.5658598726114689,True
2025-11-11 22:00:00,2025-11-11 21:30:00,30.0,0.3238,0.3367,-0.00280194,1,-3.983940704138364,0.08,0.04,-3.983940704138364,-4.103940704138364,True
2025-11-12 00:00:00,2025-11-11 23:30:00,30.0,0.3264,0.3141,-0.00129908,1,3.768382352941187,0.08,0.04,3.768382352941187,3.6483823529411867,True
2025-11-12 02:00:00,2025-11-12 01:30:00,30.0,0.3354,0.3246,-0.00279229,1,3.2200357781753066,0.08,0.04,3.2200357781753066,3.1000357781753065,True
2025-11-12 04:00:00,2025-11-12 03:30:00,30.0,0.333,0.344,-0.00205127,1,-3.3033033033032893,0.08,0.04,-3.3033033033032893,-3.4233033033032894,True
2025-11-12 06:00:00,2025-11-12 05:35:00,25.0,0.3667,0.3855,-0.00176298,1,-5.1268066539405455,0.08,0.04,-5.1268066539405455,-5.246806653940546,True
2025-11-12 10:00:00,2025-11-12 09:30:00,30.0,0.3445,0.3435,-0.00139455,1,0.29027576197385935,0.08,0.04,0.29027576197385935,0.17027576197385932,True
2025-11-12 11:00:00,2025-11-12 10:30:00,30.0,0.3466,0.3395,-0.00113323,1,2.0484708597807257,0.08,0.04,2.0484708597807257,1.9284708597807256,True
2025-11-12 12:00:00,2025-11-12 11:30:00,30.0,0.3254,0.3196,-0.00135571,1,1.782421634910887,0.08,0.04,1.782421634910887,1.662421634910887,True
2025-11-12 14:00:00,2025-11-12 13:30:00,30.0,0.3225,0.3214,-0.00339858,1,0.34108527131782634,0.08,0.04,0.34108527131782634,0.22108527131782632,True
2025-11-12 16:00:00,2025-11-12 15:30:00,30.0,0.3142,0.3095,-0.00198899,1,1.4958625079567098,0.08,0.04,1.4958625079567098,1.3758625079567097,True
2025-11-12 18:00:00,2025-11-12 17:30:00,30.0,0.2942,0.2959,-0.00087551,1,-0.5778382053025082,0.08,0.04,-0.5778382053025082,-0.6978382053025082,True
