funding_time,entry_time,hold_time_min,entry_price,exit_price,actual_fr,actual_extreme,price_pnl_pct,fees_pct,slippage_pct,gross_pnl_pct,net_pnl_pct,correct_prediction,cumulative_pnl
2025-07-14 16:00:00,2025-07-14 15:30:00,30.0,2.648,2.567,-0.00328755,1,3.058912386706947,0.08,0.04,3.058912386706947,2.938912386706947,True,2.938912386706947
2025-07-15 08:00:00,2025-07-15 07:30:00,30.0,2.551,2.529,-0.00300085,1,0.8624068992552034,0.08,0.04,0.8624068992552034,0.7424068992552034,True,3.6813192859621506
2025-07-15 12:00:00,2025-07-15 11:30:00,30.0,2.47,2.471,-0.00232445,1,-0.04048582995950971,0.08,0.04,-0.04048582995950971,-0.16048582995950972,True,3.520833456002641
2025-07-15 16:00:00,2025-07-15 15:30:00,30.0,2.501,2.545,-0.00081192,1,-1.7592962814874067,0.08,0.04,-1.7592962814874067,-1.8792962814874068,True,1.6415371745152343
2025-07-16 00:00:00,2025-07-15 23:30:00,30.0,2.584,2.581,-0.00035472,1,0.11609907120743473,0.08,0.04,0.11609907120743473,-0.0039009287925652683,True,1.637636245722669
2025-07-16 04:00:00,2025-07-16 03:30:00,30.0,2.53,2.525,4.588e-05,0,0.19762845849801955,0.08,0.04,0.19762845849801955,0.07762845849801955,False,1.7152647042206886
2025-08-09 08:00:00,2025-08-09 07:30:00,30.0,2.725,2.737,-0.00011285,0,-0.44036697247706463,0.08,0.04,-0.44036697247706463,-0.5603669724770647,False,1.154897731743624
2025-10-11 04:00:00,2025-10-11 03:30:00,30.0,1.518,1.538,-3.026e-05,0,-1.3175230566534926,0.08,0.04,-1.3175230566534926,-1.4375230566534927,False,-0.2826253249098687
2025-10-30 20:00:00,2025-10-30 19:50:00,10.0,1.443,1.429,-0.00074393,1,0.970200970200971,0.08,0.04,0.970200970200971,0.850200970200971,True,0.5675756452911023
2025-11-03 00:00:00,2025-11-02 23:35:00,25.0,1.523,1.524,-2.118e-05,0,-0.0656598818122201,0.08,0.04,-0.0656598818122201,-0.18565988181222012,False,0.3819157634788821
2025-11-04 04:00:00,2025-11-04 03:40:00,20.0,1.388,1.389,-9.907e-05,0,-0.07204610951009453,0.08,0.04,-0.07204610951009453,-0.19204610951009454,False,0.18986965396878758
2025-11-04 12:00:00,2025-11-04 11:30:00,30.0,1.345,1.351,-1.192e-05,0,-0.4460966542750934,0.08,0.04,-0.4460966542750934,-0.5660966542750934,False,-0.3762270003063058
2025-11-04 16:00:00,2025-11-04 15:30:00,30.0,1.374,1.361,-0.00018672,0,0.9461426491994267,0.08,0.04,0.9461426491994267,0.8261426491994267,False,0.4499156488931209
2025-11-05 00:00:00,2025-11-04 23:50:00,10.0,1.325,1.317,4.29e-06,0,0.6037735849056609,0.08,0.04,0.6037735849056609,0.48377358490566097,False,0.9336892337987819
2025-11-05 08:00:00,2025-11-05 07:30:00,30.0,1.338,1.336,-0.00070544,1,0.14947683109118098,0.08,0.04,0.14947683109118098,0.02947683109118098,True,0.9631660648899628
2025-11-11 08:00:00,2025-11-11 07:35:00,25.0,1.465,1.467,-0.00055889,1,-0.13651877133105814,0.08,0.04,-0.13651877133105814,-0.2565187713310581,True,0.7066472935589048
