funding_time,entry_time,hold_time_min,entry_price,exit_price,actual_fr,actual_extreme,price_pnl_pct,fees_pct,slippage_pct,gross_pnl_pct,net_pnl_pct,correct_prediction
2025-10-02 00:00:00,2025-10-01 23:45:00,15.0,0.11724,0.11674,-0.0007819,1,0.42647560559536035,0.08,0.04,0.42647560559536035,0.30647560559536036,True
2025-10-02 12:00:00,2025-10-02 11:30:00,30.0,0.11757,0.11389,-0.00034285,1,3.13005018286977,0.08,0.04,3.13005018286977,3.01005018286977,True
2025-10-02 16:00:00,2025-10-02 15:30:00,30.0,0.10007,0.1012,-0.00038022,1,-1.1292095533126731,0.08,0.04,-1.1292095533126731,-1.2492095533126732,True
2025-10-02 20:00:00,2025-10-02 19:30:00,30.0,0.10614,0.10446,-0.00058825,1,1.582815149802149,0.08,0.04,1.582815149802149,1.4628151498021489,True
2025-10-03 04:00:00,2025-10-03 03:30:00,30.0,0.09561,0.09504,-0.00098394,1,0.5961719485409487,0.08,0.04,0.5961719485409487,0.47617194854094874,True
2025-10-03 12:00:00,2025-10-03 11:30:00,30.0,0.09731,0.09716,-0.00110561,1,0.15414654197923888,0.08,0.04,0.15414654197923888,0.03414654197923888,True
2025-10-03 16:00:00,2025-10-03 15:30:00,30.0,0.09644,0.09743,-0.00042913,1,-1.0265450020738331,0.08,0.04,-1.0265450020738331,-1.1465450020738333,True
2025-10-04 08:00:00,2025-10-04 07:30:00,30.0,0.10441,0.10322,-0.00027124,1,1.1397375730294,0.08,0.04,1.1397375730294,1.0197375730293998,True
2025-10-04 12:00:00,2025-10-04 11:30:00,30.0,0.10964,0.10872,-0.00193005,1,0.8391098139365233,0.08,0.04,0.8391098139365233,0.7191098139365233,True
2025-10-04 16:00:00,2025-10-04 15:30:00,30.0,0.1091,0.10856,-0.000379,1,0.49495875343721246,0.08,0.04,0.49495875343721246,0.37495875343721247,True
2025-10-05 00:00:00,2025-10-04 23:30:00,30.0,0.10969,0.11021,-0.00031024,1,-0.47406326921324327,0.08,0.04,-0.47406326921324327,-0.5940632692132433,True
2025-10-05 04:00:00,2025-10-05 03:30:00,30.0,0.10691,0.1067,-0.00011697,1,0.1964269011317948,0.08,0.04,0.1964269011317948,0.07642690113179482,True
2025-10-05 12:00:00,2025-10-05 11:30:00,30.0,0.10453,0.10467,-0.00026364,1,-0.1339328422462463,0.08,0.04,-0.1339328422462463,-0.2539328422462463,True
2025-10-06 12:00:00,2025-10-06 11:30:00,30.0,0.10586,0.10452,-0.00025253,1,1.2658227848101211,0.08,0.04,1.2658227848101211,1.145822784810121,True
2025-10-07 00:00:00,2025-10-06 23:30:00,30.0,0.10222,0.10212,-0.00086267,1,0.09782821365682143,0.08,0.04,0.09782821365682143,-0.022171786343178575,True
2025-10-07 16:00:00,2025-10-07 15:30:00,30.0,0.10061,0.10106,-0.00042796,1,-0.4472716429778273,0.08,0.04,-0.4472716429778273,-0.5672716429778273,True
